"lang"
{
	"Language"		"English"
"modifier_monkey_king_18_3"		"<b><font color='#ff0000'> Removes Jingu Mastery. </font></b> <br><br> New Passive Ability: <b><font color='#eabe10'>Jingu Magic</font></b> <br><br> Using items or abilities awakens the power of the Jingu Bang. Every 4th item or ability activation grants bonus spell damage and spell lifesteal. <br><br> Buff Duration: <b><font color='#eabe10'>4</font></b> sec. <br> Spell Damage: 5%/10%/<b><font color='#eabe10'>15%</font></b> <br> Spell Lifesteal: 10%/15%/<b><font color='#eabe10'>20%</font></b>"

"modifier_monkey_king_19_0"		"Primal Spring is instantly at maximum power. <br><br> Reduces Tree Dance stun duration when falling from a tree: 1/2 sec."
"modifier_monkey_king_19_1"		"Primal Spring is instantly at <b><font color='#eabe10'>maximum</font></b> power. <br><br> Reduces Tree Dance stun duration when falling from a tree: <b><font color='#eabe10'>1</font></b>/2 sec."
"modifier_monkey_king_19_2"		"Primal Spring is instantly at <b><font color='#eabe10'>maximum</font></b> power. <br><br> Reduces Tree Dance stun duration when falling from a tree: 1/<b><font color='#eabe10'>2</font></b> sec."

"modifier_monkey_king_20_0"		"Applies the effect of Primal Spring, charged at 75%, to enemies hit by Boundless Strike or near its endpoint."
"modifier_monkey_king_20_1"		"Applies the effect of <b><font color='#eabe10'>Primal Spring</font></b>, charged at <b><font color='#eabe10'>75%</font></b>, to enemies hit by Boundless Strike or near its endpoint."

"modifier_monkey_king_21_0"		"Mischief always transforms into a Courier. <br><br> Using items or abilities does not end Mischief. <br><br> Mischief applies a Normal Dispel. <br><br> Increased Mischief Damage Protection Duration: 0.4 sec."
"modifier_monkey_king_21_1"		"Mischief always transforms into a <b><font color='#eabe10'>Courier</font></b>. <br><br> Using items or abilities <b><font color='#eabe10'>does not end</font></b> Mischief. <br><br> Mischief applies a <b><font color='#eabe10'>Normal Dispel</font></b>. <br><br> Increased Mischief Damage Protection Duration: <b><font color='#eabe10'>0.4</font></b> sec."


 //TALENTS RIKI



"modifier_riki_1_0"         "Blink Strike deals damage to all enemies within a radius of 300 around the target. <br><br> Blink Strike always performs an Attack."
"modifier_riki_1_1"         "Blink Strike deals damage to all enemies within a radius of <b><font color='#eabe10'>300</font></b> around the target. <br><br> Blink Strike always performs an <b><font color='#eabe10'>Attack</font></b>."

"modifier_riki_2_0"		"Blink Strike Damage Increase: 150% of Strength <br><br> Blink Strike Damage Increase: 75% of Agility <br><br> Blink Strike Damage Increase: 75% of Intelligence"
"modifier_riki_2_1"		"Blink Strike Damage Increase: <b><font color='#eabe10'>150%</font></b> of Strength <br><br> Blink Strike Damage Increase: 75% of Agility <br><br> Blink Strike Damage Increase: 75% of Intelligence"
"modifier_riki_2_2"		"Blink Strike Damage Increase: <b><font color='#eabe10'>150%</font></b> of Strength <br><br> Blink Strike Damage Increase: <b><font color='#eabe10'>75%</font></b> of Agility <br><br> Blink Strike Damage Increase: 75% of Intelligence"
"modifier_riki_2_3"		"Blink Strike Damage Increase: <b><font color='#eabe10'>150%</font></b> of Strength <br><br> Blink Strike Damage Increase: <b><font color='#eabe10'>75%</font></b> of Agility <br><br> Blink Strike Damage Increase: <b><font color='#eabe10'>75%</font></b> of Intelligence"

        "modifier_riki_3_0"         "<b><font color='#ff0000'> Removes Tricks of the Trade. </font></b> <br><br> New Passive Ability: Frontstab <br><br> Attacking from the front deals bonus physical damage based on Strength. <br><br> Damage per Strength: 0.7/1"
        "modifier_riki_3_1"         "<b><font color='#ff0000'> Removes Tricks of the Trade. </font></b> <br><br> New Passive Ability: <b><font color='#eabe10'>Frontstab</font></b> <br><br> Attacking from the front deals bonus physical damage based on Strength. <br><br> Damage per Strength: <b><font color='#eabe10'>0.7</font></b>/1"
        "modifier_riki_3_2"         "<b><font color='#ff0000'> Removes Tricks of the Trade. </font></b> <br><br> New Passive Ability: <b><font color='#eabe10'>Frontstab</font></b> <br><br> Attacking from the front deals bonus physical damage based on Strength. <br><br> Damage per Strength: 0.7/<b><font color='#eabe10'>1</font></b>"

"modifier_riki_4_0"         "<b><font color='#ff0000'> Removes Backstab. </font></b> <br><br> Blink Strike teleports to the front of the target. <br><br> Blink Strike Cooldown Reduction: 2/3/4 sec."
"modifier_riki_4_1"         "<b><font color='#ff0000'> Removes Backstab. </font></b> <br><br> Blink Strike teleports to the <b><font color='#eabe10'>front</font></b> of the target. <br><br> Blink Strike Cooldown Reduction: <b><font color='#eabe10'>2</font></b>/3/4 sec."
"modifier_riki_4_2"         "<b><font color='#ff0000'> Removes Backstab. </font></b> <br><br> Blink Strike teleports to the <b><font color='#eabe10'>front</font></b> of the target. <br><br> Blink Strike Cooldown Reduction: 2/<b><font color='#eabe10'>3</font></b>/4 sec."
"modifier_riki_4_3"         "<b><font color='#ff0000'> Removes Backstab. </font></b> <br><br> Blink Strike teleports to the <b><font color='#eabe10'>front</font></b> of the target. <br><br> Blink Strike Cooldown Reduction: 2/3/<b><font color='#eabe10'>4</font></b> sec."

"modifier_riki_5_0"         "Reduces ability cast delay: 30%/60% <br><br> Reduces Blink Strike Mana Cost: 30%/60%"
"modifier_riki_5_1"         "Reduces ability cast delay: <b><font color='#eabe10'>30%</font></b>/60% <br><br> Reduces Blink Strike Mana Cost: <b><font color='#eabe10'>30%</font></b>/60%"
"modifier_riki_5_2"         "Reduces ability cast delay: 30%/<b><font color='#eabe10'>60%</font></b> <br><br> Reduces Blink Strike Mana Cost: 30%/<b><font color='#eabe10'>60%</font></b>"

"modifier_riki_6_0"         "<b><font color='#ff0000'> Reduces Blink Strike Cast Range: 200 </font></b> <br><br> Blink Strike can be cast on an area. <br><br> Increases Blink Strike Charges: 1/2"
"modifier_riki_6_1"         "<b><font color='#ff0000'> Reduces Blink Strike Cast Range: <b><font color='#eabe10'>200</font></b> </font></b> <br><br> Blink Strike can be cast <b><font color='#eabe10'>on an area</font></b>. <br><br> Increases Blink Strike Charges: <b><font color='#eabe10'>1</font></b>/2"
"modifier_riki_6_2"         "<b><font color='#ff0000'> Reduces Blink Strike Cast Range: <b><font color='#eabe10'>200</font></b> </font></b> <br><br> Blink Strike can be cast <b><font color='#eabe10'>on an area</font></b>. <br><br> Increases Blink Strike Charges: 1/<b><font color='#eabe10'>2</font></b>"

"modifier_riki_7_0"         "Revealing Cloak and Dagger temporarily grants unobstructed vision and Strength. <br><br> Radius: 1200 <br> Bonus Strength: 50 <br> Duration: 5 sec. <br> Cooldown: 5 sec."
"modifier_riki_7_1"         "Revealing Cloak and Dagger temporarily grants unobstructed vision and Strength. <br><br> Radius: <b><font color='#eabe10'>1200</font></b> <br> Bonus Strength: <b><font color='#eabe10'>50</font></b> <br> Duration: 5 sec. <br> Cooldown: 5 sec."

"modifier_riki_8_0"         "Increases Tricks of the Trade Attack Damage: 15/30/45 <br><br> Increases Tricks of the Trade Cast Range: 50/100/150"
"modifier_riki_8_1"         "Increases Tricks of the Trade Attack Damage: <b><font color='#eabe10'>15</font></b>/30/45 <br><br> Increases Tricks of the Trade Cast Range: <b><font color='#eabe10'>50</font></b>/100/150"
"modifier_riki_8_2"         "Increases Tricks of the Trade Attack Damage: 15/<b><font color='#eabe10'>30</font></b>/45 <br><br> Increases Tricks of the Trade Cast Range: 50/<b><font color='#eabe10'>100</font></b>/150"
"modifier_riki_8_3"         "Increases Tricks of the Trade Attack Damage: 15/30/<b><font color='#eabe10'>45</font></b> <br><br> Increases Tricks of the Trade Cast Range: 50/100/<b><font color='#eabe10'>150</font></b>"

"modifier_riki_9_0"         "Tricks of the Trade allows hiding inside an allied hero for the duration and removes fixed attack damage."
"modifier_riki_9_1"         "Tricks of the Trade allows hiding inside an <b><font color='#eabe10'>allied</font></b> hero for the duration and removes <b><font color='#eabe10'>fixed</font></b> attack damage."

"modifier_riki_10_0"        "Smoke Screen reduces enemy Armor: 3/6"
"modifier_riki_10_1"        "Smoke Screen reduces enemy Armor: <b><font color='#eabe10'>3</font></b>/6"
"modifier_riki_10_2"        "Smoke Screen reduces enemy Armor: 3/<b><font color='#eabe10'>6</font></b>"

        "modifier_riki_11_0"        "Allies inside Smoke Screen gain a Chance to Evade Any Damage: 7%/14%"
        "modifier_riki_11_1"        "Allies inside Smoke Screen gain a Chance to Evade Any Damage: <b><font color='#eabe10'>7%</font></b>/14%"
        "modifier_riki_11_2"        "Allies inside Smoke Screen gain a Chance to Evade Any Damage: 7%/<b><font color='#eabe10'>14%</font></b>"

        "modifier_riki_12_0"        "Increased Number of Attacks from Tricks of the Trade: 1 + 1 per 300/200 Agility"
        "modifier_riki_12_1"        "Increased Number of Attacks from Tricks of the Trade: <b><font color='#eabe10'>1</font></b> + <b><font color='#eabe10'>1</font></b> per <b><font color='#eabe10'>300</font></b>/200 <b><font color='#eabe10'>Agility</font></b>"
        "modifier_riki_12_2"        "Increased Number of Attacks from Tricks of the Trade: <b><font color='#eabe10'>1</font></b> + <b><font color='#eabe10'>1</font></b> per 300/<b><font color='#eabe10'>200 Agility</font></b>"

"modifier_riki_13_0"        "Increases Backstab Damage per Agility: 0.1/0.2/0.3 <br><br> Agility: 4/8/12"
"modifier_riki_13_1"        "Increases Backstab Damage per Agility: <b><font color='#eabe10'>0.1</font></b>/0.2/0.3 <br><br> Agility: <b><font color='#eabe10'>4</font></b>/8/12"
"modifier_riki_13_2"        "Increases Backstab Damage per Agility: 0.1/<b><font color='#eabe10'>0.2</font></b>/0.3 <br><br> Agility: 4/<b><font color='#eabe10'>8</font></b>/12"
"modifier_riki_13_3"        "Increases Backstab Damage per Agility: 0.1/0.2/<b><font color='#eabe10'>0.3</font></b> <br><br> Agility: 4/8/<b><font color='#eabe10'>12</font></b>"

        "modifier_riki_14_0"        "Cloak and Dagger becomes an active ability. <br><br> Creates an Illusion near the Hero. As long as this Illusion is alive, Cloak and Dagger does not end. The Illusion will disappear if it moves more than 666 units away from the hero. <br><br> Illusion Health: 666 <br> Illusion Damage: 100% <br> Illusion Incoming Damage: 100% <br> Duration: 25s <br> Cooldown: 25s"
        "modifier_riki_14_1"        "Cloak and Dagger becomes an active ability. <br><br> Creates an Illusion near the Hero. As long as this Illusion is alive, Cloak and Dagger does not end. The Illusion will disappear if it moves more than 666 units away from the hero. <br><br> Illusion Health: <b><font color='#eabe10'>666</font></b> <br> Illusion Damage: <b><font color='#eabe10'>100%</font></b> <br> Illusion Incoming Damage: <b><font color='#eabe10'>100%</font></b> <br> Duration: 25s <br> Cooldown: 25s"

        "modifier_riki_15_0"        "Smoke Screen deals Magic Damage per Second: 40 <br><br> Smoke Screen Mana Cost Reduction: 20%"
        "modifier_riki_15_1"        "Smoke Screen deals Magic Damage per Second: <b><font color='#eabe10'>40</font></b> <br><br> Smoke Screen Mana Cost Reduction: <b><font color='#eabe10'>20%</font></b>"

        "modifier_riki_16_0"        "New Active Ability: Sleeping Dart <br><br> The hero shoots a dart at a chosen enemy. The enemy will wake up after 4 seconds or after taking 200 damage. Upon waking, the target takes magic damage and is slowed. <br><br> Damage: 150/300 <br> Movement Slow: 30% <br> Slow Duration: 3s <br> Cast Range: 600 <br> Mana Cost: 75 <br> Cooldown: 24s"
        "modifier_riki_16_1"        "New Active Ability: <b><font color='#eabe10'>Sleeping Dart</font></b> <br><br> The hero shoots a dart at a chosen enemy. The enemy will wake up after 4 seconds or after taking 200 damage. Upon waking, the target takes magic damage and is slowed. <br><br> Damage: <b><font color='#eabe10'>150</font></b>/300 <br> Movement Slow: <b><font color='#eabe10'>30%</font></b> <br> Slow Duration: 3s <br> Cast Range: 600 <br> Mana Cost: 75 <br> Cooldown: 24s"
        "modifier_riki_16_2"        "New Active Ability: <b><font color='#eabe10'>Sleeping Dart</font></b> <br><br> The hero shoots a dart at a chosen enemy. The enemy will wake up after 4 seconds or after taking 200 damage. Upon waking, the target takes magic damage and is slowed. <br><br> Damage: 150/<b><font color='#eabe10'>300</font></b> <br> Movement Slow: <b><font color='#eabe10'>30%</font></b> <br> Slow Duration: 3s <br> Cast Range: 600 <br> Mana Cost: 75 <br> Cooldown: 24s"

"modifier_riki_17_0"        "Increase Smoke Screen Damage: 40%/60%/80% of Intelligence <br><br> Increase Smoke Screen Radius: 40/60/80"
"modifier_riki_17_1"        "Increase Smoke Screen Damage: <b><font color='#eabe10'>40%</font></b>/60%/80% of Intelligence <br><br> Increase Smoke Screen Radius: <b><font color='#eabe10'>40</font></b>/60/80"
"modifier_riki_17_2"        "Increase Smoke Screen Damage: 40%/<b><font color='#eabe10'>60%</font></b>/80% of Intelligence <br><br> Increase Smoke Screen Radius: 40/<b><font color='#eabe10'>60</font></b>/80"
"modifier_riki_17_3"        "Increase Smoke Screen Damage: 40%/60%/<b><font color='#eabe10'>80%</font></b> of Intelligence <br><br> Increase Smoke Screen Radius: 40/60/<b><font color='#eabe10'>80</font></b>"

        "modifier_riki_18_0"        "Cloak and Dagger Invisibility increases Movement Speed: 10%/20%"
        "modifier_riki_18_1"        "Cloak and Dagger Invisibility increases Movement Speed: <b><font color='#eabe10'>10%</font></b>/20%"
        "modifier_riki_18_2"        "Cloak and Dagger Invisibility increases Movement Speed: 10%/<b><font color='#eabe10'>20%</font></b>"

        "modifier_riki_19_0"        "Smoke Screen reduces Enemy Magic Resistance: 5%/10%/15% <br><br> Smoke Screen debuff lingers after leaving the cloud: 0.5/1/1.5 s"
        "modifier_riki_19_1"        "Smoke Screen reduces Enemy Magic Resistance: <b><font color='#eabe10'>5%</font></b>/10%/15% <br><br> Smoke Screen debuff lingers after leaving the cloud: <b><font color='#eabe10'>0.5</font></b>/1/1.5 s"
        "modifier_riki_19_2"        "Smoke Screen reduces Enemy Magic Resistance: 5%/<b><font color='#eabe10'>10%</font></b>/15% <br><br> Smoke Screen debuff lingers after leaving the cloud: 0.5/<b><font color='#eabe10'>1</font></b>/1.5 s"
        "modifier_riki_19_3"        "Smoke Screen reduces Enemy Magic Resistance: 5%/10%/<b><font color='#eabe10'>15%</font></b> <br><br> Smoke Screen debuff lingers after leaving the cloud: 0.5/1/<b><font color='#eabe10'>1.5</font></b> s"

        "modifier_riki_20_0"        "Upon taking Fatal Damage, Cloak and Dagger grants full Invisibility and Invulnerability for 1/2 seconds. After the effect ends, restores 10%/20% of Maximum Health. <br><br> Cooldown: 120s"
        "modifier_riki_20_1"        "Upon taking Fatal Damage, Cloak and Dagger grants full Invisibility and Invulnerability for <b><font color='#eabe10'>1</font></b>/2 seconds. After the effect ends, restores <b><font color='#eabe10'>10%</font></b>/20% of Maximum Health. <br><br> Cooldown: 120s"
        "modifier_riki_20_2"        "Upon taking Fatal Damage, Cloak and Dagger grants full Invisibility and Invulnerability for 1/<b><font color='#eabe10'>2</font></b> seconds. After the effect ends, restores 10%/<b><font color='#eabe10'>20%</font></b> of Maximum Health. <br><br> Cooldown: 120s"

        "modifier_riki_21_0"        "Reduce Cloak and Dagger Detection Radius: 100 <br><br> Reduce Cloak and Dagger Fade Delay: 1s"
        "modifier_riki_21_1"        "Reduce Cloak and Dagger Detection Radius: <b><font color='#eabe10'>100</font></b> <br><br> Reduce Cloak and Dagger Fade Delay: <b><font color='#eabe10'>1</font></b>s"


        //TALENTS FACELESS VOID

"modifier_faceless_void_1_0"    "Time Dilation always considers 1 additional Ability."
"modifier_faceless_void_1_1"    "Time Dilation always considers <b><font color='#eabe10'>1 additional</font></b> Ability."

"modifier_faceless_void_2_0"	"Increase Damage per Second from Time Dilation: 0.3%/0.4%/0.5% of Maximum Health"
"modifier_faceless_void_2_1"	"Increase Damage per Second from Time Dilation: <b><font color='#eabe10'>0.3%</font></b>/0.4%/0.5% of Maximum Health"
"modifier_faceless_void_2_2"	"Increase Damage per Second from Time Dilation: 0.3%/<b><font color='#eabe10'>0.4%</font></b>/0.5% of Maximum Health"
"modifier_faceless_void_2_3"	"Increase Damage per Second from Time Dilation: 0.3%/0.4%/<b><font color='#eabe10'>0.5%</font></b> of Maximum Health"
